"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060047","heart contraction","85/2491","241/16800",0.352697095435685,2.37868775725391,8.99458901740647,1.76770396475538e-15,9.23866372125334e-13,7.74237420735442e-13,"SCN4A/ATP1A2/ADRB1/NEDD4L/ATP2B4/ATP2B3/ABCC9/ATP2B1/ATP2A3/SRI/GNAO1/NOS1/SLC9A1/CHGA/SLC8A3/SMAD7/SGCG/DMPK/SCN1B/PIK3CG/CAV1/SLC1A1/MAP2K6/MYL2/POPDC1/PDE4D/EPAS1/RGS2/SLC8A2/CASQ2/FKBP1B/ADRA1A/POPDC2/TMIGD3/EDN3/EDN2/AKAP9/ATP1B2/FGF13/KCNA5/HRC/TRPM4/SPX/DSC2/P2RX4/EDNRB/SCN7A/HCN4/PDE5A/TPM1/ANK2/GSN/SCN2B/CACNA1C/THRB/GPD1L/SCN3A/CACNA2D1/CLIC2/ATP2B2/SPTBN4/CACNB2/SCN3B/SCN11A/SCN9A/TACR3/ADRA1B/KCND3/HSPB7/DES/SCN4B/AGTR2/CHRM2/KCNIP1/GJC1/SLC8A1/CTNNA3/TRDN/CACNA1H/FLNA/PLN/DMD/GSTM2/FXYD1/ADORA3",85
"GO:0002443","leukocyte mediated immunity","133/2491","460/16800",0.289130434782609,1.94997643691201,8.61965056086967,3.20279585369373e-15,1.53440611357377e-12,1.28589444055756e-12,"BTK/WAS/SLAMF7/STAP1/C6/RAB27A/TBX21/CEACAM1/CSF2RB/CTSG/CHGA/SLA2/SMAD7/GATA1/CD40LG/FOXF1/FCER2/CLC/PIK3CG/IL2/DAO/AICDA/KLRB1/C7/SLAMF1/CD160/CR2/NR4A3/CLU/CCR2/SASH3/NCKAP1L/IGLL1/TRPM4/RSAD2/KLRC1/IL10/CD27/SECTM1/XCL1/CD96/CD8A/KIT/CD1D/CD1C/C1QC/IL6R/SCIMP/FCMR/DNASE1L3/F2RL1/TLR3/SVEP1/SLC18A2/B2M/PTGDR/CX3CR1/SCN11A/SCNN1B/RASGRP4/C1QB/C1QA/CD7/LEP/CD19/FCER1A/MRGPRX2/GPR15LG/KIR2DL4/SPN/GZMM/ELANE/PLCG2/SH2D1B/CR1/NCR3/CD177/IGKC/IGLC2/IGLC3/IGLC7/IGHA2/IGHE/IGHA1/IGHD/IGHM/IGHV6-1/IGHV1-3/IGHV2-5/IGHV3-7/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-16/IGHV1-18/IGHV3-20/IGHV3-21/IGHV3-23/IGHV1-24/IGHV2-26/IGHV4-28/IGHV3-33/IGHV4-34/IGHV3-35/IGHV3-38/IGHV4-39/IGHV3-48/IGHV3-49/IGHV5-51/IGHV3-53/IGHV1-58/IGHV4-61/IGHV3-66/IGHV1-69/IGHV2-70D/IGHV3-73/VAMP2/IGLC6/IGHV3-64/IGHV4-59/IGHV3-74/IGHV3-72/IGHV3-43/IGHV8-51-1/IGLL5/RAB44/KLRF2/IGHV3-30/IGHV2-70/IGHV4-4/IGHV1-69D/IGHV7-4-1/IGHV3-64D",133
"GO:0090257","regulation of muscle system process","82/2491","232/16800",0.353448275862069,2.38375392793366,8.85506499412567,4.84568097134984e-15,2.03891609898845e-12,1.70869423241939e-12,"ABCC8/SCN4A/IGF1/ATP1A2/ATP2B4/CACNB1/ATP2B1/TACR2/SRI/ACACB/PPP1R12B/CHRNA3/NOS1/SLC9A1/CHGA/SLC8A3/MYL9/SMAD7/DMPK/PIK3CG/CAV1/P2RX1/SGCA/MYL2/KCNA1/PDE4D/TACR1/RGS2/CHRNB4/CASQ2/NR4A3/FKBP1B/ADRA1A/EDN3/EDN2/AKAP9/FGF13/CNN1/HRC/TRPM4/TNNT3/GATA5/IL6ST/SPX/DSC2/P2RX4/MSTN/HCN4/PDE5A/TPM1/MYOCD/CASQ1/ANK2/MLIP/ADRA2A/CACNA1C/AKAP6/CLIC2/FBXO32/KIT/TRIM63/PDE9A/HAND2/GUCY1A1/PI16/GPER1/ARHGAP42/CACNB2/ADRB2/TACR3/ADRA1B/CHRM2/KCNB2/SLC8A1/CTNNA3/PRKG1/PLN/DMD/GSTM2/KBTBD13/TIFAB/MIR145",82
"GO:0003015","heart process","86/2491","249/16800",0.345381526104418,2.3293495136709,8.81760565494004,4.96518096814025e-15,2.03891609898845e-12,1.70869423241939e-12,"SCN4A/WWTR1/ATP1A2/ADRB1/NEDD4L/ATP2B4/ATP2B3/ABCC9/ATP2B1/ATP2A3/SRI/GNAO1/NOS1/SLC9A1/CHGA/SLC8A3/SMAD7/SGCG/DMPK/SCN1B/PIK3CG/CAV1/SLC1A1/MAP2K6/MYL2/POPDC1/PDE4D/EPAS1/RGS2/SLC8A2/CASQ2/FKBP1B/ADRA1A/POPDC2/TMIGD3/EDN3/EDN2/AKAP9/ATP1B2/FGF13/KCNA5/HRC/TRPM4/SPX/DSC2/P2RX4/EDNRB/SCN7A/HCN4/PDE5A/TPM1/ANK2/GSN/SCN2B/CACNA1C/THRB/GPD1L/SCN3A/CACNA2D1/CLIC2/ATP2B2/SPTBN4/CACNB2/SCN3B/SCN11A/SCN9A/TACR3/ADRA1B/KCND3/HSPB7/DES/SCN4B/AGTR2/CHRM2/KCNIP1/GJC1/SLC8A1/CTNNA3/TRDN/CACNA1H/FLNA/PLN/DMD/GSTM2/FXYD1/ADORA3",86
"GO:0006937","regulation of muscle contraction","65/2491","166/16800",0.391566265060241,2.64083229747573,8.86428739862967,1.2858988038949e-14,4.92842148239453e-12,4.13021671959787e-12,"SCN4A/ATP1A2/CACNB1/ATP2B1/TACR2/SRI/PPP1R12B/CHRNA3/NOS1/SLC9A1/CHGA/SLC8A3/MYL9/SMAD7/DMPK/PIK3CG/CAV1/P2RX1/MYL2/KCNA1/PDE4D/TACR1/RGS2/CHRNB4/CASQ2/FKBP1B/ADRA1A/EDN3/EDN2/AKAP9/FGF13/CNN1/HRC/TRPM4/TNNT3/SPX/DSC2/P2RX4/HCN4/PDE5A/TPM1/MYOCD/CASQ1/ANK2/ADRA2A/CACNA1C/CLIC2/KIT/GUCY1A1/GPER1/ARHGAP42/CACNB2/ADRB2/TACR3/ADRA1B/CHRM2/KCNB2/SLC8A1/CTNNA3/PRKG1/PLN/DMD/GSTM2/KBTBD13/MIR145",65
"GO:0043269","regulation of monoatomic ion transport","130/2491","454/16800",0.286343612334802,1.93118132766948,8.39228791653466,1.49035166932265e-14,5.35501984183495e-12,4.4877234147959e-12,"ABCC8/CD4/CNTN1/ATP1A2/FHL1/KCNG1/CASR/NEDD4L/ATP2B4/MYLK/CACNB1/ABCC9/MAOB/CAMK2A/ATP2B1/TACR2/SRI/ADCYAP1R1/ATP8B1/ABCB1/NOS1/SLC9A1/JPH4/BDKRB1/NTSR1/CA2/DMPK/SCN1B/PIK3CG/CAV1/CXCL12/RGS9/P2RX1/NHERF1/PDE4D/KCNIP3/GCG/CNR1/AKAP7/CASQ2/FKBP1B/PTK2B/CCR2/HPCA/PLP1/EDN3/AHNAK/FFAR1/HSPA2/AKAP9/ATP1B2/FGF13/KCNA5/DPP6/CACNG6/HRC/LGALS3/P2RX4/TRPC6/FXYD6/PRKG2/STAC2/XCL1/CASQ1/OSR1/STAC/SNCA/ANK2/KCNMB1/STOM/SCN2B/JPH2/ADRA2A/CACNA1C/ANK3/AKAP6/GPD1L/KCNJ16/CACNA2D1/JPH3/GRIA1/CLIC2/KCNS2/MS4A1/SPTBN4/FCRL3/CTSS/SLMAP/GPER1/CACNB2/SCN3B/B2M/STIM1/TRPV3/CA7/ADRB2/KCNAB1/P2RY12/P2RY1/KCNS3/KCNG3/BCL2/IL16/LEP/PDZK1/DPP10/SCN4B/CD19/PER1/AKAP5/KCNIP1/SLC8A1/GRIN2A/LRRC55/DHRS7C/KCNIP4/NKAIN3/TRDN/CHP1/P2RX2/RELN/SLC6A9/FLNA/PLN/DMD/GSTM2/VAMP2/ITGB3/FXYD1/CCL5",130
"GO:0070588","calcium ion transmembrane transport","103/2491","331/16800",0.311178247734139,2.0986730477453,8.42311615720432,2.73811365076852e-14,9.25965610486366e-12,7.75996667465481e-12,"ATP1A2/ATP2B4/CACNB1/ATP2B3/TRPC7/CNGB1/ATP2B1/ATP2A3/SRI/CACNG5/ADCYAP1R1/NOS1/SLC9A1/JPH4/SLC8A3/BDKRB1/NTSR1/TRPA1/CACNG7/PIK3CG/CAV1/NCS1/RGS9/P2RX1/OPRM1/PDE4D/SLC8A2/CASQ2/TRPM6/FKBP1B/PTK2B/HPCA/PLP1/AHNAK/SLC25A23/CCR7/HSPA2/CACNG6/HRC/TRPM4/P2RX4/EDNRB/CCL21/TRPC6/PLCE1/FGF2/SLC24A4/STAC2/CACNA1A/XCL1/CASQ1/CNGA3/STAC/SNCA/ANK2/CACNA1B/JPH2/ADRA2A/GPM6A/ITPR1/CACNA1C/AKAP6/MCOLN2/CACNA2D1/JPH3/CLIC2/MICU3/MS4A1/ATP2B2/CACNA2D3/GPER1/CACNB2/PKD1L2/STIM1/TRPV3/SCN11A/GP9/TMEM37/BCL2/CCL19/XCR1/SLC35G1/CD19/AKAP5/BHLHA15/SLC8A1/GRIN2A/DHRS7C/GP1BA/TRDN/PLCD1/P2RX2/RYR1/CACNA1H/FLNA/PLCG2/CNGA1/PLN/GRIN3A/RYR3/DMD/GSTM2/ITGB3",103
"GO:0006816","calcium ion transport","123/2491","425/16800",0.289411764705882,1.9518738045198,8.29291326039506,3.34093863146568e-14,1.06705867734979e-11,8.94238369369499e-12,"CD4/CLCA1/ATP1A2/CASR/ATP2B4/MYLK/CACNB1/ATP2B3/TRPC7/CNGB1/CAMK2A/ATP2B1/ATP2A3/SRI/CACNG5/ADCYAP1R1/NOS1/SLC9A1/JPH4/SLC8A3/BDKRB1/NTSR1/CHRNA4/TRPA1/CACNG7/PIK3CG/CAV1/NCS1/CXCL12/CDH23/RGS9/P2RX1/CCL8/VDR/OPRM1/EPM2A/PDE4D/GCG/SLC8A2/CASQ2/TRPM6/FKBP1B/PTK2B/HPCA/PLP1/AHNAK/SLC25A23/FFAR1/CCR7/HSPA2/CACNG6/HRC/TRPM4/LGALS3/P2RX4/EDNRB/CCL21/TRPC6/PLCE1/FGF2/SLC24A4/STAC2/CACNA1A/XCL1/CASQ1/CNGA3/STAC/SNCA/ANK2/CACNA1B/JPH2/ADRA2A/GPM6A/ITPR1/CACNA1C/AKAP6/MCOLN2/CACNA2D1/JPH3/CLIC2/MICU3/MS4A1/ATP2B2/CACNA2D3/FCRL3/GPER1/CACNB2/PKD1L2/PRKCB/STIM1/TRPV3/SCN11A/GP9/TMEM37/BCL2/IL16/CCL19/CYSLTR1/XCR1/SLC35G1/CD19/AKAP5/BHLHA15/SLC8A1/GRIN2A/DHRS7C/GP1BA/SRL/TRDN/PLCD1/P2RX2/RYR1/CACNA1H/FLNA/PLCG2/CNGA1/PLN/GRIN3A/RYR3/DMD/GSTM2/ITGB3/CCL5",123
"GO:0003018","vascular process in circulatory system","88/2491","269/16800",0.327137546468401,2.20630701753077,8.32162935277989,8.88350881598977e-14,2.68796274648027e-11,2.25262159838145e-11,"CD38/ABCC8/ATP1A2/CASR/ADRB1/ATP2B4/ABCC9/ATP2B1/FERMT2/ATP2A3/TACR2/CEACAM1/SLC4A4/ABCB1/NOS1/TJP3/CAV1/SLC1A1/SH3GL2/ACTA2/P2RX1/NHERF1/KNG1/KAT2B/TACR1/LEPR/RGS2/ECE1/SLC8A2/ABCG2/FLVCR2/TEK/ADRA1A/EDN3/ATP8A1/EDN2/ATP1B2/KCNA5/TRPM4/AKAP12/CD36/EDNRB/SLC28A2/SLCO1C1/AGTR1/SLIT2/KCNMB1/HTR7/ADRA2A/SLC2A13/SLC16A12/BMP6/ANGPT1/KCNMA1/NPPC/SLC15A2/GUCY1A1/F2RL1/GPER1/SVEP1/SLC7A3/VSTM4/ARHGAP42/BDKRB2/SCNN1B/ADRB2/NPR1/ZEB2/DRD5/P2RY1/ADRA1B/PDE3A/CYSLTR1/LEP/P2RY2/AGTR2/SLC2A4/SLC8A1/CLDN5/PRKG1/PDE2A/ADRB3/UTS2B/SLC6A9/SLC22A5/KCNMB2/AVPR1B/HBB",88
"GO:0006941","striated muscle contraction","68/2491","185/16800",0.367567567567568,2.4789783762084,8.43959201766843,1.20364429838605e-13,3.45987553571069e-11,2.89951576511207e-11,"SCN4A/ATP1A2/NEDD4L/ABCC9/SRI/NOS1/SLC9A1/SMPX/CHGA/SLC8A3/SMAD7/DMPK/SCN1B/PIK3CG/CAV1/MAP2K6/MYL2/PDE4D/RGS2/CASQ2/FKBP1B/ADRA1A/AKAP9/FGF13/KCNA5/HRC/TRPM4/TNNT3/ATP8A2/LARGE1/DSC2/DTNA/P2RX4/SCN7A/CHRNA1/HCN4/PDE5A/TPM1/STAC2/CASQ1/STAC/ANK2/GSN/SCN2B/CACNA1C/GPD1L/SCN3A/CACNA2D1/CLIC2/CACNB2/SCN3B/SCN11A/SCN9A/ADRA1B/KCND3/SCN4B/SYNM/GJC1/SLC8A1/CTNNA3/RYR1/FLNA/PLN/RCSD1/RYR3/DMD/GSTM2/KBTBD13",68
